name,isImportant
"Sântimbru Ciuc hc",false
"Sântimbru hc",false
"Sântoma h",false
"Sânzieni H",false
Sârca,false
Scăieni,false
"Scărlătești hc",false
Scânteia,false
"Scârlența hc",false
"Schitu Golești",false
"Scoarța h",false
"Scoreiu hc",false
"Scroviștea hc",false
"Sebeș Glod hc",false
"Sebeș Olt hc",false
Secusigiu,false
Segarcea,false
"Seleuș hc",false
"Semenic Hm",false
"Seuca h",false
"Sfântu hc",false
"Sfântu Mina",false
"Sfântu Nicolae hc",false
"Sibiel hc",false
"Sibiu Gr. Șelimbăr Hm",false
"Sibiu hc",false
"Sibiu Triaj h",false
Sihlea,false
"Silhoasa Hm",false
"Siliștea Crucii hc",false
Simbrea,false
"Simeria Triaj",false
"Simeria Veche hc",false
"Simion hc",false
"Sinaia Sud hc",false
"Sinești Hm",false
Sinia,false
"Sintești hc",false
"Siretu Bacău hc",false
"Slatina Timiș",false
Slănic,false
Slătioara,false
"Slăvitești hc",false
"Slobozia Sud",false
Socola,false
"Someș Odorhei",false
Spicu,false
"Spineni Hm",false
"Spinoasa Hm",false
"Stamora Germană",false
"Stana Hm",false
Stănești,false
"Stănița hc",false
Stâlpeni,false
"Stâna de Vale hc",false
Stânceni,false
"Stânceni hc",false
"Stânceni Neagra hc",false
"Stejaru hc",false
Stoeneasa,false
Stoenești,false
"Stoicani hc",false
"Stolniceni hc",false
Stolnici,false
"Strâmba h",false
"Strâmbuța Hm",false
Strehaia,false
Strejești,false
Stroiești,false
"Studina hc",false
"Studinița h",false
"Stupini Hm",false
"Subcetate Mureș",false
"Suceag hc",false
"Suceava Nord",false
"Suceava Vest",false
"Suhuleț hc",false
"Suplacu de Barcău",false
Supur,false
"Supur hc",false
"Surduc Sălaj",false
"Susani Bega hc",false
"Suseni Hm",false
"Susenii Bârgăului Hm",false
"Șag Hm",false
"Șandra Hm",false
"Șantier Naval h",false
"Șard Ighiu Hm",false
Șărmășag,false
"Șărmășag hc",false
"Șeica Mare",false
"Șeica Mare hc",false
"Șeica Mică",false
"Șeitin H",false
Șemlac,false
Șendreni,false
"Șerbănești hc",false
"Șerbești Bacău hc",false
"Șerbeștii Vechi hc",false
Șercaia,false
"Șercaia hc",false
"Șețu hc",false
Șibot,false
Șieu,false
"Șieut hc",false
Șilindru,false
Șimand,false
"Șimleu Silvaniei",false
Șintereag,false
Șiria,false
"Șișcani h",false
"Șivița hc",false
Șofronea,false
"Șoimuș hc",false
Șoldana,false
"Șoldanu h",false
"Șona Hm",false
"Șopârlița hc",false
"Ștefan cel Mare hc",false
"Ștefan Vodă",false
"Șugău h",false
"Șuștra hc",false
"Tabanu hc",false
"Tapia Hm",false
Tarcău,false
"Tarcău Neamț Hm",false
"Tăbărăști hc",false
"Tăbărăști Sud hc",false
"Tălăgiu H",false
"Tălășmani hc",false
"Tămand h",false
Tămașda,false
"Tămăseu h",false
"Tărtăria hc",false
"Tătărani h",false
"Tăureni hc",false
"Tăutu Ampoiului hc",false
"Tâgșor h",false
Tâmna,false
"Tânganu hc",false
"Târgoviște Nord",false
"Târgșoru Nou",false
"Târgu Bujor",false
"Târgu Mureș Nord",false
"Târgu Mureș Sud",false
"Târgu Ocna",false
"Târgu Secuiesc",false
"Târgușor Bihor Hm",false
"Târgușor Dobrogea",false
"Târnava h",false
Târnavele,false
Târnăveni,false
"Târnăveni Vest",false
"Târnova Zarand",false
"Teiș Hm",false
Teișani,false
"Telciu Hm",false
"Telechiu Hm",false
"Teliu hc",false
Teregova,false
"Termo Turceni h",false
"Tibiscu h",false
Tileagd,false
"Tilișca Hm",false
Timișeni,false
Timișești,false
"Timișoara C.E.T.",false
"Timișoara Est",false
"Timișoara Sud",false
"Timișoara Vest",false
"Timișu de Jos hc",false
"Timișu de Sus Hm",false
Tiream,false
"Tisa h",false
"Titan Sud",false
Todireni,false
"Todirești Hm",false
"Tohanu Vechi Hm",false
Tomești,false
"Tomnaticu Hcv",false
"Tomșani hc",false
"Topile hc",false
Topleț,false
Topolovăț,false
"Toporaș hc",false
Toporu,false
"Traian Sat",false
"Traian Vuia Hm",false
"Trainica hc",false
"Trestieni hc",false
"Trifești hc",false
"Trotuș Hm",false
Trușești,false
"Tudor Vladimirescu hc",false
"Tulcea Mărfuri",false
Tulucești,false
"Tunel Hm",false
"Turburea Hm",false
Turdaș,false
Turnișor,false
"Turnu Roșu",false
"Tușnad Sat",false
Tutova,false
"Tuzla hc",false
"Țagu H",false
"Țagu Sat hc",false
"Țărțăl hc",false
Țânțăreni,false
"Țebea hc",false
"Țepeș Vodă Hm",false
"Țețchea hc",false
"Țibeni hc",false
"Țicău hc",false
"Țigău h",false
Țufalău,false
Ucea,false
"Uilacu Șimleului hc",false
"Uliuc hc",false
Ulmeni,false
"Umbrărești Hm",false
"Umbrărești Sat",false
"Ungheni Prut Hm",false
Ungureni,false
"Unguriu hc",false
Unirea,false
Urechești,false
Urleasca,false
"Urseni hc",false
"Urzica Mare h",false
"Utușoiu h",false
"Utvin hc",false
"Utviniș hc",false
"Utvinișu Nou Hm",false
"Vadu Crișului",false
"Vadu Crișului hc",false
"Vadu Lat",false
"Vadu Roșu h",false
"Vaduri h",false
"Valea Albă Hm",false
"Valea Călugărească",false
"Valea Cernei",false
"Valea Drăganului hc",false
"Valea Florilor",false
"Valea Fratelui h",false
"Valea Homorod h",false
"Valea Largă Hm",false
"Valea Lungă",false
"Valea Mărului Hm",false
"Valea Mureșului hc",false
"Valea Păltinișului hc",false
"Valea Putnei",false
"Valea Roșie Hm",false
"Valea Seaca h",false
"Valea Seacă",false
"Valea Sibiciului h",false
"Valea Strâmbă hc",false
"Valea Teliu h",false
"Valea Timișului",false
"Valea Uzului",false
"Valea Viilor Hm",false
"Valea Vișeului",false
"Valea Voievozilor hc",false
"Valeadeni hc",false
"Valu lui Traian",false
Vameș,false
"Var hc",false
"Variaș h",false
"Vasilați hc",false
"Vasile Alecsandri hc",false
Vasiova,false
"Vatra Dornei",false
Vața,false
Văcărești,false
Vădeni,false
Vălcani,false
"Văleni Meteș hc",false
"Văleni Nord",false
"Vălenii de Munte",false
"Vălișoara Hm",false
Văratec,false
Vărădia,false
"Vărădia PO",false
"Vărbilău hc",false
Vânători,false
"Vârciorova Hm",false
Vârfurile,false
Vârteju,false
"Vârtoapele hc",false
"Vârț h",false
"Vermeș hc",false
Vernești,false
"Veșeud h",false
"Veștem hc",false
"Vețel PO",false
"Viaductu Cârcea hc",false
"Vicov Motel",false
"Vicovu de Sus hc",false
Vidra,false
"Vidrasău hc",false
"Viile Giarmata hc",false
"Viișoara h",false
"Viișoara hc",false
Vinga,false
Viperești,false
"Vișeu Bistra hc",false
Vișina,false
"Vișina Veche hc",false
"Viștea hc",false
"Vizireni hc",false
"Vlad Țepeș hc",false
Vlașca,false
Vlădeni,false
"Vlădeni Ardeal",false
"Vlădești hc",false
Vlăduleni,false
"Vlăduleni Gorj Hm",false
Voetin,false
Voila,false
Voiteni,false
Vorniceni,false
Voșlăbeni,false
"Vrabia hc",false
"Vulcana Pandele",false
Vulpășești,false
"Zagna Vădeni hc",false
Zalhanaua,false
Zam,false
"Zau de Câmpie H",false
"Zăbala h",false
"Zădăreni H",false
Zăgujeni,false
"Zănești Neamț hc",false
Zănoaga,false
Zărnești,false
"Zăvestreni Hm",false
Zăvideni,false
Zebil,false
Zerind,false
"Zigoneni h",false
"Zimandu Nou hc",false
"Zlatna h",false
"Zlatna H.",false
"Zlatna Tehnică",false
Zlătărei,false
Zlătunoaia,false
"Zoița Hm",false
"Zorile h",false
Zorleni,false
